ID,Asset Class,Equipment Classification,Radio Number,Make,Model,Description,Meter Type,Service Life by Age in Years,Service Life by Meter,Units Needed,Total Mileage.amt,Total Mileage.unit,Total Work Hours.amt,Total Work Hours.unit,Year,Department,Average Purchase Cost,Attached to,SAP_ID,Purchase Date,Total Cost,Manufactured Date,In Service Date,Deactivation on,Out of service,Condition Category,Annual Meter Average,Meter Based RSL in Years,Meter Based RSL Percentage.amt,Meter Based RSL Percentage.unit,Meter Based Condition Category,Age Based RSL in Years,Age Based RSL Percentage.amt,Age Based RSL Percentage.unit,Age Based Condition Category,Annual MR Average,MR Based RSL in Years,MR Based RSL in Percentage.amt,MR Based RSL in Percentage.unit,MR Based Condition Category
M79812,248,"TRUCK:32,000-43,999 FRTL",1124,FRTL,108S,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,53747,mi,3245,hr,2017,M11,248000,M79812,9000004766,,126819.05,42736,42605,,No,Fair,,,54,%,Good,1.6,16,%,Fair,,,36,%,Fair
M79810,248,"TRUCK:32,000-43,999 FRTL",613,FRTL,108S,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,57135,mi,4000,hr,2017,M06,248000,M79810,9000004764,,107884.64,42736,42605,,No,Fair,,,43,%,Good,1.6,16,%,Fair,,,46,%,Good
M79808,248,"TRUCK:32,000-43,999 FRTL",422,FRTL,108S,2017 FREIGHTLINER 2017 PLOW TRUCK,Hours,10,7000,50,64079,mi,4372,hr,2017,M04,248000,M79808,9000004762,,124862.95,42736,42605,,No,Fair,,,38,%,Fair,1.6,16,%,Fair,,,37,%,Fair
M77811,248,"TRUCK:32,000-43,999 FRTL",411,FRTL,108S,2017 FREIGHTLINER TRUCK,Hours,10,7000,50,79428,mi,6383,hr,2017,M04,248000,M77811,9000002947,,124336.04,42736,42697,,Yes,Fair,,,9,%,Fair,1.6,16,%,Fair,,,37,%,Fair
M77809,248,"TRUCK:32,000-43,999 FRTL",410,FRTL,108S,2017 FREIGHTLINER TRUCK,Hours,10,7000,50,70000,mi,6040,hr,2017,M04,248000,M77809,9000002945,,80241.19,42736,42697,,No,Fair,,,14,%,Fair,1.6,16,%,Fair,,,60,%,Good
M77763,248,"TRUCK:32,000-43,999 FRTL",412,FRTL,108S,2017 FREIGHTLINER TRUCK PLOW,Hours,10,7000,50,70312,mi,5121,hr,2017,M04,248000,M77763,9000002935,,183136.05,42736,42678,,No,Fair,,,27,%,Fair,1.6,16,%,Fair,,,10,%,Fair
M77761,248,"TRUCK:32,000-43,999 FRTL",111,FRTL,108S,2017 FREIGHTLINER TRUCK,Hours,10,7000,50,66203,mi,4742,hr,2017,M01,248000,,9000002933,,102792.84,42736,42678,,No,Fair,,,32,%,Fair,1.6,16,%,Fair,,,48,%,Good
M77743,248,"TRUCK:32,000-43,999 FRTL",1413,FRTL,108S,2017 FREIGHTLINER TRUCK,Hours,10,7000,50,40651,mi,3198,hr,2017,M14,248000,M77743,9000002917,,94226.29,42736,42678,,No,Fair,,,54,%,Good,1.6,16,%,Fair,,,53,%,Good
M77741,248,"TRUCK:32,000-43,999 FRTL",1612,FRTL,108S,2017 FREIGHTLINER TRUCK,Hours,10,7000,50,42167,mi,4216,hr,2017,M16,248000,M77741,9000002915,,126709.29,42736,42678,,No,Fair,,,40,%,Good,1.6,16,%,Fair,,,36,%,Fair
M77739,248,"TRUCK:32,000-43,999 FRTL",1611,FRTL,108S,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,48736,mi,4288,hr,2017,M16,248000,M77739,9000002913,,184400.08,42736,42678,,No,Fair,,,39,%,Fair,1.6,16,%,Fair,,,7,%,Fair
M77737,248,"TRUCK:32,000-43,999 FRTL",1610,FRTL,108S,'17 INTERNATIONAL PLOW TRUCK IH 7400,Hours,10,7000,50,51227,mi,4297,hr,2017,M16,248000,M77737,9000002911,,151306.94,42736,42678,,No,Fair,,,39,%,Fair,1.6,16,%,Fair,,,24,%,Fair
M77713,248,"TRUCK:32,000-43,999 FRTL",811,FRTL,108S,2017 FREIGHTLINER PLOW TRUCK,Hours,10,7000,50,50754,mi,3327,hr,2017,M08,248000,M77713,9000002900,,151560,42736,42605,,No,Fair,,,52,%,Good,1.6,16,%,Fair,,,24,%,Fair
M81653,243,"TRUCK:24,000-31,999 FRTL",1108,FRTL,2106,2018 CHANNEL TRUCK,Hours,10,7000,15,121013,mi,6239,hr,2018,M12,277000,,9000005115,,91557.39,43101,43090,,No,Fair,,,9,%,Fair,2.6,26,%,Fair,,,59,%,Good
M81651,243,"TRUCK:24,000-31,999 FRTL",1209,FRTL,2106,2018 CHANNEL TRUCK,Hours,10,7000,15,208187,mi,9354,hr,2018,M12,277000,M81651,9000005113,,176507.8,43101,43090,,Yes,Poor,,,-34,%,Poor,2.6,26,%,Fair,,,20,%,Fair
M81650,243,"TRUCK:24,000-31,999 FRTL",1208,FRTL,2106,2018 CHANNEL TRUCK,Hours,10,7000,15,187093,mi,8254,hr,2018,M02,277000,M81650,9000005112,,92956.03,43101,43090,,No,Poor,,,-18,%,Poor,2.6,26,%,Fair,,,58,%,Good
M81649,243,"TRUCK:24,000-31,999 FRTL",1109,FRTL,2106,2018 CHANNEL TRUCK,Hours,10,7000,15,127545,mi,7198,hr,2018,M11,277000,,9000005111,,77746.39,43101,43090,,No,Poor,,,-3,%,Poor,2.6,26,%,Fair,,,65,%,Good
M81648,243,"TRUCK:24,000-31,999 FRTL",809,FRTL,2106,2018 CHANNEL TRUCK,Hours,10,7000,15,197326,mi,13462,hr,2018,M08,277000,M81648,9000006427,,139926,43101,43067,,No,Critical,,,-92,%,Critical,2.6,26,%,Fair,,,37,%,Fair
M81646,243,"TRUCK:24,000-31,999 FRTL",308,FRTL,2106,2018 CHANNEL TRUCK,Hours,10,7000,15,259506,mi,18240,hr,2018,M03,277000,M81646,9000006425,,272712.01,43101,43374,,No,Critical,,,-161,%,Critical,2.6,26,%,Fair,,,-23,%,Poor
M81645,243,"TRUCK:24,000-31,999 FRTL",109,FRTL,2106,2018 CHANNEL TRUCK,Hours,10,7000,15,199825,mi,16139,hr,2018,M01,277000,M81645,9000006424,,111005.84,43101,43374,,No,Critical,,,-131,%,Critical,2.6,26,%,Fair,,,50,%,Good
M81644,243,"TRUCK:24,000-31,999 FRTL",108,FRTL,2106,2018 CHANNEL TRUCK,Hours,10,7000,15,192856,mi,14069,hr,2018,M01,277000,M81644,9000006423,,142470.38,43101,43374,,No,Critical,,,-101,%,Critical,2.6,26,%,Fair,,,36,%,Fair
M77623,243,"TRUCK:24,000-31,999 FRTL",709,FRTL,M2,2016 CHANNEL TRUCK,Hours,10,7000,15,192177,mi,11277,hr,2016,M07,277000,M77623,9000002840,,136249.96,42370,42510,,No,Critical,,,-61,%,Critical,0.6,6,%,Fair,,,39,%,Fair
M77622,243,"TRUCK:24,000-31,999 FRTL",508,FRTL,2106,2016 CHANNEL TRUCK,Hours,10,7000,15,283303,mi,18888,hr,2016,M05,277000,M77622,9000002839,,94353.58,42370,42510,,No,Critical,,,-170,%,Critical,0.6,6,%,Fair,,,57,%,Good
M77621,243,"TRUCK:24,000-31,999 FRTL",209,FRTL,2106,2016 CHANNEL TRUCK,Hours,10,7000,15,94693,mi,8072,hr,2016,M02,277000,M77621,9000002838,,92911.42,42370,42510,,Yes,Poor,,,-15,%,Poor,0.6,6,%,Fair,,,58,%,Good
M77620,243,"TRUCK:24,000-31,999 FRTL",408,FRTL,2106,2016 CHANNEL TRUCK,Hours,10,7000,15,327809,mi,18702,hr,2016,M04,277000,M77620,9000002837,,160783.93,42370,42510,,No,Critical,,,-167,%,Critical,0.6,6,%,Fair,,,28,%,Fair
M77619,243,"TRUCK:24,000-31,999 FRTL",509,FRTL,2106,2016 CHANNEL TRUCK,Hours,10,7000,15,248654,mi,16829,hr,2016,M03,277000,M77619,9000002836,,95797.47,42370,42510,,Yes,Critical,,,-140,%,Critical,0.6,6,%,Fair,,,57,%,Good
M77618,243,"TRUCK:24,000-31,999 FRTL",1609,FRTL,2106,2016 CHANNEL TRUCK,Hours,10,7000,15,134154,mi,11067,hr,2016,M16,277000,,9000002835,,84113.92,42370,42510,,No,Critical,,,-58,%,Critical,0.6,6,%,Fair,,,62,%,Good
M77617,243,"TRUCK:24,000-31,999 FRTL",1608,FRTL,2106,2016 CHANNEL TRUCK,Hours,10,7000,15,102099,mi,8657,hr,2016,M16,277000,M77617,9000002834,,120828.76,42370,42510,,No,Poor,,,-24,%,Poor,0.6,6,%,Fair,,,45,%,Good
M92283,209,TRUCK: SUV-GM,RE-01,CHEV,EQNX,EQUINOX VEHICLE,Miles,10,125000,15,58282,mi,0,hr,2022,RL2,45000,,9000007585,,8582.18,44562,44773,,No,Good,,,53,%,Good,6.6,66,%,Good,,,77,%,Good
M92282,209,TRUCK: SUV-GM,PC-08,CHEV,EQNX,EQUINOX VEHICLE,Miles,10,125000,15,18487,mi,0,hr,2022,CAP,45000,,9000007584,,3524.47,44562,44773,,No,Good,,,85,%,Excellent,6.6,66,%,Good,,,90,%,Excellent
M92281,209,TRUCK: SUV-GM,PD-06,CHEV,EQNX,EQUINOX VEHICLE,Miles,10,125000,15,9429,mi,0,hr,2022,ADM,45000,,9000007583,,1397.06,44562,44773,,No,Good,,,92,%,Excellent,6.6,66,%,Good,,,96,%,Excellent
M92280,209,TRUCK: SUV-GM,ITS-1,CHEV,EQNX,EQUINOX VEHICLE,Miles,10,125000,15,16762,mi,0,hr,2022,ADM,45000,,9000007582,,2874.45,44562,44773,,No,Good,,,87,%,Excellent,6.6,66,%,Good,,,92,%,Excellent
M92279,209,TRUCK: SUV-GM,TO-09,CHEV,EQNX,EQUINOX VEHICLE,Miles,10,125000,15,20139,mi,0,hr,2022,HPR,45000,,9000007581,,2901.43,44562,44773,,No,Good,,,84,%,Excellent,6.6,66,%,Good,,,92,%,Excellent
M92278,209,TRUCK: SUV-GM,PC-22,CHEV,EQNX,EQUINOX VEHICLE,Miles,10,125000,15,21633,mi,0,hr,2022,HPR,45000,,9000007580,,3241.75,44562,44773,,No,Good,,,83,%,Excellent,6.6,66,%,Good,,,91,%,Excellent
M92277,209,TRUCK: SUV-GM,R09,CHEV,EQNX,EQUINOX VEHICLE,Miles,10,125000,15,13484,mi,0,hr,2022,IT,45000,,9000007579,,2238.26,44562,44681,,No,Good,,,89,%,Excellent,6.6,66,%,Good,,,94,%,Excellent
M92198,209,TRUCK: SUV-GM,961,CHEV,EQNX,EQUINOX VEHICLE,Miles,10,125000,15,25733,mi,0,hr,2022,ADM,45000,,9000007578,,5344.04,44562,44681,,Yes,Good,,,79,%,Good,6.6,66,%,Good,,,85,%,Excellent
M92197,209,TRUCK: SUV-GM,C-08,CHEV,EQNX,EQUINOX VEHICLE,Miles,10,125000,15,37872,mi,0,hr,2022,CRP,45000,,9000007577,,5698.95,44562,44681,,No,Good,,,70,%,Good,6.6,66,%,Good,,,84,%,Excellent
M92196,209,TRUCK: SUV-GM,C-04,CHEV,EQNX,"CHEVROLET EQUINOX, 2022",Miles,10,125000,15,0,mi,0,hr,2022,CUS,45000,,9000007576,,6732.83,44562,44681,,Yes,Good,,,100,%,Excellent,6.6,66,%,Good,,,81,%,Excellent
M87726,209,TRUCK: SUV-GM,IG-02,CHEV,TRAV,2021 CHEVY TRAVERSE,Miles,10,125000,15,710,mi,0,hr,2021,ADM,45000,,9000007390,,1533.22,44197,44347,,No,Good,,,99,%,Excellent,5.6,56,%,Good,,,96,%,Excellent
M87725,209,TRUCK: SUV-GM,H-05,CHEV,TRAV,2021 CHEVY TRAVERSE      CALL #919,Miles,10,125000,15,81218,mi,0,hr,2021,E06,45000,,9000007389,,29421.85,44197,44347,,No,Fair,,,35,%,Fair,5.6,56,%,Good,,,18,%,Fair
M87724,209,TRUCK: SUV-GM,904,CHEV,TRAV,2021 CHEVY TRAVERSE,Miles,10,125000,15,39802,mi,0,hr,2021,ADM,45000,,9000007388,,9776.21,44197,44347,,No,Good,,,68,%,Good,5.6,56,%,Good,,,73,%,Good
M87723,209,TRUCK: SUV-GM,H-04,CHEV,TRAV,2021 CHEVY TRAVERSE,Miles,10,125000,15,50451,mi,0,hr,2021,E02,45000,,9000007387,,11513.89,44197,44347,,Yes,Good,,,60,%,Good,5.6,56,%,Good,,,68,%,Good
M87722,209,TRUCK: SUV-GM,H-01,CHEV,TRAV,2021 CHEVY TRAVERSE,Miles,10,125000,15,53701,mi,0,hr,2021,E02,45000,M87722,9000007386,,8663.9,44197,44347,,No,Good,,,57,%,Good,5.6,56,%,Good,,,76,%,Good
M77362,263,TRUCK: SEMI TRACTOR,1470,PETE,SEMI,SEMI-TRACTOR 2016 PETERBUILT,Hours,10,8000,2,104463,mi,5461,hr,2016,M14,258000,M77362,9000002788,,56478.89,42370,42410,,No,Fair,,,32,%,Fair,0.6,6,%,Fair,,,73,%,Good
M74728,263,TRUCK: SEMI TRACTOR,370,IH,PSTR,'14 IH PRO SEMI STAR PLUS TRAILER,Hours,10,8000,2,115972,mi,5936,hr,2014,M05,258000,M74728,9000002221,,55520.85,41640,41688,,No,Poor,,,26,%,Fair,-1.4,-14,%,Poor,,,73,%,Good
M55534,230,"TRUCK-VAN 10,000-UP (GM)",C-17,CHEV,3500,2000 CHEVY BOX VAN,Hours,10,8000,1,72085,mi,1,hr,2000,CRP,53000,M55534,9000000215,,50503.51,36526,36833,,No,Critical,,,100,%,Excellent,-15.4,-154,%,Critical,,,-19,%,Poor
M54592,272,TRUCK WELDER,1152,IH,4700,NAVISTAR WELDING TRUCK,Hours,12,7000,3,63634,mi,3182,hr,1999,M11,30000,,9000000155,,81766.15,36161,36501,,No,Critical,,,55,%,Good,-14.4,-120,%,Critical,,,-239,%,Critical
M54591,272,TRUCK WELDER,352,IH,4700,NAVISTAR WELDING TRUCK,Hours,12,7000,3,71336,mi,4107,hr,1999,M03,30000,M54591,9000000154,,100630.54,36161,36501,,No,Critical,,,41,%,Good,-14.4,-120,%,Critical,,,-312,%,Critical
M54589,272,TRUCK WELDER,252,IH,4700,NAVISTAR WELDING TRUCK,Hours,12,7000,3,73658,mi,5897,hr,1999,M02,30000,M54589,9000000152,,132580.14,36161,36501,,Yes,Critical,,,16,%,Fair,-14.4,-120,%,Critical,,,-452,%,Critical
M66849,278,TRUCK CHASSIS-GUARDRAIL,360,IH,7400,I/H 7400 W/ POST POUNDER,Hours,12,7000,2,57601,mi,7372,hr,2007,M01,30000,M66849,9000001053,,571660.65,39083,39203,,No,Critical,,,-5,%,Poor,-6.4,-54,%,Critical,,,-2282,%,Critical
M65195,278,TRUCK CHASSIS-GUARDRAIL,260,IH,7400,IH 7400 W/CAB & CHASSIS,Hours,12,7000,2,62907,mi,7142,hr,2006,M08,30000,M65195,9000000840,,200998.11,38718,38837,,No,Critical,,,-2,%,Poor,-7.4,-62,%,Critical,,,-737,%,Critical
M77586,282,TRUCK CHASSIS - SWEEPER,1659,PETR,M6,2016 SWEEPER AVALANCHE-,Hours,10,8000,6,86614,mi,7875,hr,2016,M16,425000,M77586,9000002820,,220282.73,42370,42451,,No,Fair,,,2,%,Fair,0.6,6,%,Fair,,,35,%,Fair
M77585,282,TRUCK CHASSIS - SWEEPER,559,PETR,M6,2016 SWEEPER AVALANCHE,Hours,10,8000,6,87394,mi,9559,hr,2016,M05,425000,M77585,9000002819,,177371.82,42370,42451,,No,Poor,,,-19,%,Poor,0.6,6,%,Fair,,,48,%,Good
M77584,282,TRUCK CHASSIS - SWEEPER,159,PETR,M6,"2016 SWEEPER AVALANCHE  SUN $205,124.34",Hours,10,8000,6,103549,mi,10428,hr,2016,M01,425000,M77584,9000002818,,398193.93,42370,42451,,Yes,Poor,,,-30,%,Poor,0.6,6,%,Fair,,,-17,%,Poor
M74720,282,TRUCK CHASSIS - SWEEPER,459,PETR,M6,"SWEEPER, AVALANCHE",Hours,10,8000,6,79747,mi,6915,hr,2014,M04,425000,M74720,9000002218,,93383.15,41640,41694,,No,Poor,,,14,%,Fair,-1.4,-14,%,Poor,,,73,%,Good
M71677,282,TRUCK CHASSIS - SWEEPER,759,IH,4300,IH 4300 SWEEPER,Hours,10,8000,6,107208,mi,9177,hr,2012,M07,425000,M71677,9000001881,,253521.69,40909,41061,,No,Poor,,,-15,%,Poor,-3.4,-34,%,Poor,,,25,%,Fair
M70614,282,TRUCK CHASSIS - SWEEPER,1459,SWEP,SWEP,"SWEEPER,FREIGHTLINER STARFIRE",Hours,10,8000,6,90084,mi,8163,hr,2010,M14,425000,M70614,9000001568,,400868.16,40179,40400,,No,Critical,,,-2,%,Poor,-5.4,-54,%,Critical,,,-18,%,Poor
M70600,282,TRUCK CHASSIS - SWEEPER,359,FRTL,SWEP,"SWEEPER, STARFIRE",Hours,10,8000,6,114232,mi,5682,hr,2010,M03,425000,,9000001567,,455178.21,40179,40400,,No,Critical,,,29,%,Fair,-5.4,-54,%,Critical,,,-34,%,Poor
M67867,282,TRUCK CHASSIS - SWEEPER,859,ELGN,SWPR,"SWEEPER, TRUCK 859",Hours,10,8000,6,106406,mi,9735,hr,2007,M08,425000,M67867,9000001213,,371243.08,39083,39813,,Yes,Critical,,,-22,%,Poor,-8.4,-84,%,Critical,,,-9,%,Poor
M66409,282,TRUCK CHASSIS - SWEEPER,TR-59,IH,4300,"SWEEPER, CAB CHASSIS 33000 GVW",Hours,10,8000,6,77747,mi,6895,hr,2007,M02,425000,,9000000990,,249849.82,39083,39172,,No,Critical,,,14,%,Fair,-8.4,-84,%,Critical,,,27,%,Fair
M66384,282,TRUCK CHASSIS - SWEEPER,259,IH,4300,"SWEEPER, IH 4300 2007",Hours,10,8000,6,77924,mi,7350,hr,2007,M02,425000,M66384,9000000981,,449947.25,39083,39172,,No,Critical,,,8,%,Fair,-8.4,-84,%,Critical,,,-32,%,Poor
M75064,241,"TRK: 16-26,000 NAVISTAR",708,IH,4300,'14 IH 4300 CHANNEL TRUCK,Hours,10,7000,13,315051,mi,15269,hr,2015,M07,194000,M75064,9000002253,,176200.47,41640,41871,,No,Critical,,,-118,%,Critical,-1.4,-14,%,Poor,,,-14,%,Poor
M75063,241,"TRK: 16-26,000 NAVISTAR",409,IH,4300,2015 IH 4300 CHANNEL TRUCK,Hours,10,7000,13,213077,mi,13055,hr,2014,M04,194000,M75063,9000002252,,148556.16,41640,41871,,No,Critical,,,-87,%,Critical,-1.4,-14,%,Poor,,,4,%,Fair
M75062,241,"TRK: 16-26,000 NAVISTAR",1409,IH,4300,'14 IH 4300 CHANNEL TRUCK,Hours,10,7000,13,165234,mi,16243,hr,2014,M14,194000,M75062,9000002251,,99931.33,41640,41871,,No,Critical,,,-132,%,Critical,-1.4,-14,%,Poor,,,36,%,Fair
M75061,241,"TRK: 16-26,000 NAVISTAR",609,IH,4300,IH 4300 CHANNEL TRK 2015 (PLOW TRUCK),Hours,10,7000,13,77853,mi,5144,hr,2014,CAP,194000,,9000002250,,111530.27,41640,41871,,No,Poor,,,27,%,Fair,-1.4,-14,%,Poor,,,28,%,Fair
M75033,241,"TRK: 16-26,000 NAVISTAR",208,IH,4300,2015 IH 4300 CHANNEL TRK,Hours,10,7000,13,92599,mi,7891,hr,2014,CAP,194000,M75033,9000002246,,93642.79,41640,41871,,Yes,Poor,,,-13,%,Poor,-1.4,-14,%,Poor,,,40,%,Good
M75032,241,"TRK: 16-26,000 NAVISTAR",207,IH,4300,2015 IH 4300 CHANNEL TRK,Hours,10,7000,13,173113,mi,9628,hr,2014,M02,194000,M75032,9000002245,,119536.44,41640,41871,,No,Poor,,,-38,%,Poor,-1.4,-14,%,Poor,,,23,%,Fair
M75031,241,"TRK: 16-26,000 NAVISTAR",807,IH,4300,2015 IH 4300 CHANNEL TRUCK,Hours,10,7000,13,254611,mi,16556,hr,2014,M08,194000,M75031,9000002244,,218536.48,41640,41871,,No,Critical,,,-137,%,Critical,-1.4,-14,%,Poor,,,-41,%,Poor
M70747,241,"TRK: 16-26,000 NAVISTAR",1468,IH,4300,2011 IH 4300 CHANNEL TRUCK,Hours,10,7000,13,258057,mi,12900,hr,2011,M14,194000,M70747,9000001593,,145508.11,40544,40575,,No,Critical,,,-84,%,Critical,-4.4,-44,%,Poor,,,6,%,Fair
M69714,241,"TRK: 16-26,000 NAVISTAR",608,IH,4300,2010 IH 4300 CHANNEL TRUCK,Hours,10,7000,13,308465,mi,17141,hr,2010,M06,194000,M69714,9000001462,,234889.59,40179,40127,,No,Critical,,,-145,%,Critical,-5.4,-54,%,Critical,,,-51,%,Critical
M69713,241,"TRK: 16-26,000 NAVISTAR",SS-08,IH,4300,IH 4300 Utility Box Truck,Hours,10,7000,13,209471,mi,10288,hr,2008,CSS,194000,M69713,9000001461,,11529263.12,39448,40088,,Yes,Critical,,,-47,%,Poor,-7.4,-74,%,Critical,,,-7329,%,Critical
M59507,241,"TRK: 16-26,000 NAVISTAR",RE-09,IH,4300,IH CREW CAB STAKE BODY MOBILE IN GREY BOX,Hours,10,7000,13,211998,mi,9649,hr,2002,RL2,194000,M59507,9000000401,,211251.84,37257,37665,,No,Critical,,,-38,%,Poor,-13.4,-134,%,Critical,,,-36,%,Poor
M55558,241,"TRK: 16-26,000 NAVISTAR",RE-08,IH,4700,IH CREW CAB STAKE BODY,Hours,10,7000,13,194750,mi,11313,hr,2001,RL2,194000,,9000000217,,177596.52,36892,36907,,No,Critical,,,-62,%,Critical,-14.4,-144,%,Critical,,,-14,%,Poor
M54586,241,"TRK: 16-26,000 NAVISTAR",SS-09,IH,4700,NAVISTAR 4700LP CHANNEL TRUCK,Hours,10,7000,13,197599,mi,11052,hr,1999,M12,194000,M54586,9000000151,,184230.55,36161,36455,,No,Critical,,,-58,%,Critical,-16.4,-164,%,Critical,,,-19,%,Poor
M90935,235,"TRK: 10-15,999 GVW (GAS)",604,FORD,F350,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,151,mi,,,2024,CAP,65000,,9000008858,,4767.1,,,,Yes,Excellent,,275.6,100,%,Excellent,9.7,97,%,Excellent,,,95,%,Excellent
M90934,235,"TRK: 10-15,999 GVW (GAS)",404,FORD,F350,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,148,mi,,,2024,CAP,65000,,9000008857,,3359.5,,,,Yes,Excellent,,281.2,100,%,Excellent,9.7,97,%,Excellent,,,94,%,Excellent
M90933,235,"TRK: 10-15,999 GVW (GAS)",304,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,144,mi,,,2024,CAP,65000,,9000008856,,4536.61,,,,Yes,Excellent,,360.9,100,%,Excellent,9.6,96,%,Excellent,,13.1,91,%,Excellent
M90932,235,"TRK: 10-15,999 GVW (GAS)",RS-2,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,142,mi,,,2024,CAP,65000,,9000008855,,5559.36,,,,No,Excellent,,366.2,100,%,Excellent,9.6,96,%,Excellent,,10.4,89,%,Excellent
M90931,235,"TRK: 10-15,999 GVW (GAS)",1403,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,141,mi,,,2024,CAP,65000,,9000008854,,6284.2,,,,No,Excellent,,369.4,100,%,Excellent,9.6,96,%,Excellent,,9.1,88,%,Excellent
M90930,235,"TRK: 10-15,999 GVW (GAS)",703,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,152,mi,,,2024,CAP,65000,,9000008853,,6251.01,,,,No,Excellent,,342,100,%,Excellent,9.6,96,%,Excellent,,9.1,88,%,Excellent
M90929,235,"TRK: 10-15,999 GVW (GAS)",805,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,1155,mi,,,2024,M08,65000,,9000008852,,8909.42,,,,No,Excellent,,48.1,99,%,Excellent,9.6,96,%,Excellent,,6,83,%,Excellent
M90928,235,"TRK: 10-15,999 GVW (GAS)",503,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,2233,mi,,,2024,M05,65000,,9000008851,,8100.57,,,,No,Excellent,,26.9,98,%,Excellent,9.6,96,%,Excellent,,6.8,84,%,Excellent
M90927,235,"TRK: 10-15,999 GVW (GAS)",204,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,2445,mi,,,2024,M02,65000,,9000008850,,8667.78,,,,No,Excellent,,27,98,%,Excellent,9.6,96,%,Excellent,,6.2,83,%,Excellent
M90926,235,"TRK: 10-15,999 GVW (GAS)",1103,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,3245,mi,,,2024,M11,65000,,9000008849,,11809.63,,,,No,Good,,6.3,94,%,Excellent,9.6,96,%,Excellent,,4.3,77,%,Good
M90925,235,"TRK: 10-15,999 GVW (GAS)",405,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,2056,mi,,,2024,M04,65000,,9000008848,,13359.54,,,,No,Good,,16.2,98,%,Excellent,9.6,96,%,Excellent,,3.6,74,%,Good
M90924,235,"TRK: 10-15,999 GVW (GAS)",305,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,1010,mi,,,2024,M03,65000,,9000008847,,11405.36,,,,No,Good,,51.2,99,%,Excellent,9.6,96,%,Excellent,,4.4,78,%,Good
M90923,235,"TRK: 10-15,999 GVW (GAS)",603,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,5112,mi,,,2024,M06,65000,,9000008846,,10231.34,,,,No,Excellent,,9.5,96,%,Excellent,9.6,96,%,Excellent,,5.1,80,%,Excellent
M90922,235,"TRK: 10-15,999 GVW (GAS)",103,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,17110,mi,,,2024,M01,65000,,9000008845,,12366.78,,,,No,Good,,2.6,86,%,Excellent,9.6,96,%,Excellent,,4,76,%,Good
M90921,235,"TRK: 10-15,999 GVW (GAS)",104,FORD,F-350 SUPER DUTY,2024 FORD F-350 STAKEBODY,Miles,10,125000,57,12150,mi,,,2024,CAP,65000,,9000008844,,16924.37,,,,Yes,Good,,3.9,90,%,Excellent,9.6,96,%,Excellent,,2.7,68,%,Good
M81915,235,"TRK: 10-15,999 GVW (GAS)",1403,FORD,F350,2018 FORD F350 W/LIFT GATE,Miles,10,125000,57,441630,mi,0,hr,2018,M14,65000,M81915,9000005849,,176197,43101,43465,,No,Critical,,,-254,%,Critical,2.6,26,%,Fair,,,-239,%,Critical
M81914,235,"TRK: 10-15,999 GVW (GAS)",1103,FORD,F350,2018 FORD F350 W/LIFT GATE,Miles,10,125000,57,444436,mi,0,hr,2018,CAP,65000,M81914,9000005852,,128976.83,43101,43465,,No,Critical,,,-256,%,Critical,2.6,26,%,Fair,,,-146,%,Critical
M81913,235,"TRK: 10-15,999 GVW (GAS)",803,FORD,F350,2018 FORD F350 W/LIFT GATE,Miles,10,125000,57,394853,mi,0,hr,2018,M08,65000,M81913,9000005855,,192371.9,43101,43465,,No,Critical,,,-216,%,Critical,2.6,26,%,Fair,,,-268,%,Critical
M81911,235,"TRK: 10-15,999 GVW (GAS)",303,FORD,F350,2018 FORD F350 W/LIFT GATE,Miles,10,125000,57,346925,mi,0,hr,2018,M03,65000,M81911,9000005853,,95759.58,43101,43465,,No,Critical,,,-178,%,Critical,2.6,26,%,Fair,,,-84,%,Critical
M81910,235,"TRK: 10-15,999 GVW (GAS)",203,FORD,F350,2018 FORD F350 W/LIFT GATE,Miles,10,125000,57,415023,mi,9861,hr,2018,CAP,65000,M81910,9000005854,,212989.2,43101,43465,,Yes,Critical,,,-232,%,Critical,2.6,26,%,Fair,,,-309,%,Critical
